Handle,Title,Body (HTML),Vendor,Standard Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Status
guerlain-aqua-allegoria-flora-cherrysia-tester,Guerlain Aqua Allegoria Flora Cherrysia,"L'accord fleur de cerisier rafraîchi par la bergamote et la poire nashi, posé sur un délicat nuage de musc blanc. Une poésie pastel et printanière.",Guerlain,Floral Fruité,,"tester,nouveau",TRUE,Title,Default Title,REF-GUE-275,shopify,,continue,manual,299,499,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1784028588867-945759569-Guerlain_Aqua_Allegoria_Flora_Cherrysia.jpg,active
baccarat-rouge-540-tester,Baccarat Rouge 540,Testeur authentique de Baccarat Rouge 540 par Jean Paul Gaultier. Profitez de la même fragrance exceptionnelle à un prix imbattable.,Maison Francis Kurkdjian,Signature,,"tester,nouveau",TRUE,Title,Default Title,REF-MFK-222,shopify,10,continue,manual,299,499,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1784027743660-838331011-baccarat_rouge.jpg,active
Jean-Paul-Gaultier-jpg-le-male-elixir-tester,Jean Paul Gaultier Le Male Elixir Parfum,Testeur authentique de Paco Rabanne Le Male Elixir par Paco Rabanne. Profitez de la même fragrance exceptionnelle à un prix imbattable.,Jean Paul Gaultier,Signature,,"tester,nouveau",TRUE,Title,Default Title,REF-PAC-315,shopify,9,continue,manual,299,549,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1783549872592-11281605-Paco_Rabanne_Le_Male_Elixir.jpg,active
dolce-gabbana-king-tester,Dolce Gabbana King,Testeur authentique de Dolce Gabbana King par Dolce & Gabbana. Profitez de la même fragrance exceptionnelle à un prix imbattable.,Dolce & Gabbana,Signature,,"tester,nouveau",TRUE,Title,Default Title,REF-DOL-111,shopify,10,continue,manual,299,499,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/raw-1783986826980-Dolce_Gabbana_King.jpg,active
black-opium-overed-tester,Yves Black Opium Overed,Testeur authentique de Black Opium Overed par Yves Saint Laurent. Profitez de la même fragrance exceptionnelle à un prix imbattable.,Yves Saint Laurent,Signature,,"tester,nouveau",TRUE,Title,Default Title,REF-YVE-225,shopify,10,continue,manual,299,499,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1784029760581-565749665-black_opium_over_red.jpg,active
VERSACE-CRYSTAL-NOIR-Edp,VERSACE CRYSTAL NOIR Edp,"Crystal Noir de Versace est un parfum d'exception, conçu comme une robe de soirée haute couture, noire et mystique. Logé dans un flacon sculptural surmonté d'un immense cabochon taillé comme un diamant brut, cet élixir capture l'essence même de l'audace, du mystère et de l'ultra-féminité.

L'expérience s'ouvre sur un accord d'épices orientales chaudes et fusantes, où le gingembre et le poivre noir éveillent instantanément les sens avec un tempérament affirmé. En son cœur, la fragrance bascule dans une dimension charnelle, presque hypnotique : un gardénia majestueux et pur s'entrelace à la douceur veloutée et lactée de la noix de coco, créant une texture exotique d'un chic absolu. Enfin, le sillage s'étire dans une profondeur nocturne rare, ancré dans la richesse crémeuse du bois de santal et d'un ambre pur.

Sensuel, sophistiqué et profondément addictif, Crystal Noir est une signature olfactive d'une ténacité remarquable. C'est l'arme de séduction invisible d'une femme magnétique qui marque les esprits et laisse un souvenir impérissable à chacun de ses passages.",Versace,Floral,,,TRUE,Title,Default Title,REF-VER-359,shopify,10,continue,manual,299,349,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1784389233534-218711820-VERSACE_-_CRYSTAL_NOIR_Edp.jpg,active
TOM-FORD-OUD-WOOD-Edp,TOM FORD OUD WOOD EDP,"Oud Wood de Tom Ford est l'un des piliers les plus emblématiques et révolutionnaires de la prestigieuse collection Private Blend. Conçu comme une œuvre architecturale olfactive, ce parfum met en majesté l'un des ingrédients les plus rares, mystiques et précieux de la haute parfumerie : le bois de oud. Logé dans son flacon fumé et sculptural inspiré d'une pièce d'échecs, il incarne un luxe absolu, à la fois sombre, épuré et profondément sophistiqué.

L'histoire s'ouvre sur une envolée d'épices fines et de bois exotiques, où la cardamome et le bois de rose apportent une clarté saisissante et intrigante dès les premiers instants. En son cœur, la fragrance révèle toute sa dimension sacrée : le bois de oud distille ses effluves riches et subtilement fumés, magnifiés par l'onctuosité enveloppante du bois de santal et la noblesse brute du vétiver. Enfin, le sillage s'étire vers une sensualité chaleureuse et feutrée, portée par la rondeur de la fève tonka et un fond ambré d'une tenue remarquable.

À la fois sobre, intense et follement magnétique, Oud Wood transcende les genres pour offrir une expérience sensorielle unique. C'est la signature intemporelle des esprits affirmés qui recherchent un sillage de caractère, discret et infiniment mémorable.",Tom Ford,Boisé,,,TRUE,Title,Default Title,REF-TOM-360,shopify,10,continue,manual,299,599,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1784389531704-642089413-TOM_FORD_-_OUD_WOOD_Edp.jpg,active
Urban-Man-Paradise,Urban Man Paradise,"Inspiré par le contraste vibrant entre l'énergie du dynamisme urbain et la pureté revigorante d'un paradis tropical (dans la lignée des créations fraîches, aromatiques et hespéridées contemporaines), Urban Man Paradise célèbre l'audace, la spontanéité et la fraîcheur naturelle. Son flacon sculpté aux lignes dynamiques, révélant un jus d'un vert émeraude éclatant orné d'inscriptions dorées, évoque un souffle de chlorophylle et d'évasion au milieu de la métropole.

Dès les premières vaporisations, la fragrance procure une explosion d'énergie glacée et acidulée où la bergamote et le pamplemousse s'entrelacent à la vivacité de la menthe fraîche et au croquant de la pomme verte. Le cœur révèle un bouquet aromatique élégant et moderne, mêlant des embruns marins salins à la douceur herbacée de la lavande et de la sauge. En séchant sur la peau, Urban Man Paradise se fixe sur une base boisée et ambrée masculine dominée par le cèdre noble, le vétiver et un ambroxan moderne, laissant un sillage propre, tonique et d'une remarquable longévité sous la chaleur.",Fragrance World,Boisé Aromatique,,,FALSE,Title,Default Title,REF-FRA-394,shopify,10,continue,manual,500,,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1787676122246-598142264-urban_man_paradise.jpg,draft
armani-stronger-with-you-intensely-tester,Armani Stronger With You Intensely,"Une overdose gourmande de toffee et de cannelle, équilibrée par un fond boisé-ambré puissant. Une empreinte chaleureuse, sucrée et inoubliable.",Giorgio Armani,Ambré Fougère,,"tester,nouveau",TRUE,Title,Default Title,REF-ARM-072,shopify,10,continue,manual,299,549,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/raw-1783986821133-armani_stronger_with_you_intens.jpg,active
boss-bottled-eau-de-toilette-tester,Boss Bottled,"L'équilibre parfait entre le croquant de la pomme, la chaleur de la cannelle et la solidité des bois précieux. Le classique absolu de l'homme moderne.",Hugo Boss,Boisé Épicé,,"tester,nouveau",TRUE,Title,Default Title,REF-BOS-227,shopify,10,continue,manual,299,499,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1784027762419-500547320-bottled_boss.jpg,active
cinema-tester,Yves Saint Laurent YSL Cinema EDP,Un sillage glamour où la douceur de la fleur d'amandier rencontre la majesté de l'amaryllis et la chaleur de la vanille bourbon. Une aura de star.,Yves Saint Laurent,Ambré Floral,,"tester,nouveau",TRUE,Title,Default Title,REF-YVE-240,shopify,10,continue,manual,299,499,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1784029784164-430825210-Cinema.jpg,active
l-imperatrice-3-tester,L’IMPÉRATRICE 3 EDT,"L'énergie de la pastèque juteuse et du kiwi exotique contrastée par la délicatesse du cyclamen rose. Un cocktail fruité, frais, vibrant et irrésistible.",Dolce & Gabbana,Floral Aquatique,,"tester,nouveau",TRUE,Title,Default Title,REF-DOL-148,shopify,10,continue,manual,299,499,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/raw-1783986844531-L_Imperatrice_3.jpg,active
Khamrah-Qahwa,Khamrah Qahwa,"Inspiré par le rituel séculaire du café arabe (Qahwa), symbole d'hospitalité et de générosité au Moyen-Orient, Khamrah Qahwa de Lattafa vient enrichir la célèbre lignée Khamrah d'une dimension torréfiée et envoûtante. Présenté dans son flacon luxueux en verre taillé façon carafe de cristal, il capture l'ambiance chaleureuse d'un majlis oriental où flottent des arômes d'épices nobles et de café fraîchement infusé.

Dès l'ouverture, la fragrance surprend par une envolée vive et piquante où la cardamome fraîche et le gingembre rencontrent la cannelle réconfortante. Le cœur révèle toute la magie de cette création avec un accord riche de café torréfié marié à la douceur addictive du praliné et des fruits confits. Enfin, l'évolution repose sur une base orientale somptueuse et beurrée de vanille, de fève tonka et de résines chaudes, conférant au sillage une profondeur irrésistible et une tenue exceptionnelle.",Lattafa,Ambré Épicé,,,FALSE,Title,Default Title,REF-LAT-383,shopify,10,continue,manual,500,,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1787674303686-825818774-khamrah_qahwa.jpg,draft
oriana-tester,Parfums de Marly Oriana Royal Essence,"Un nuage sucré et aérien de crème chantilly et de guimauve, illuminé par la mandarine, la framboise et la fleur d'oranger. Une gourmandise joyeuse et sophistiquée.",Parfums de Marly,Floral Fruité Gourmand,,"tester,nouveau",TRUE,Title,Default Title,REF-PAR-313,shopify,10,continue,manual,299,1690,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/raw-1783986843134-Oriana.jpg,active
Maahir-Legacy,Maahir Legacy,"Véritable hommage à la fraîcheur noble et dynamique (s'inscrivant dans la lignée prestigieuse de Sedley par Parfums de Marly), Maahir Legacy de Lattafa incarne l'élégance pure et la vitalité sans effort. Reconnaissable entre tous avec son flacon sculptural surmonté d'un majestueux bouchon en tête de cheval argenté chromé, il symbolise la liberté, la force et le raffinement contemporain.

Dès l'envolée, la fragrance procure un coup de fouet rafraîchissant grâce à une menthe verte ultra-cristalline combinée à un cocktail pétillant de citron vert, de pamplemousse et d'une touche fruitée d'ananas. Le cœur s'articule autour d'un bouquet aromatique propre et sophistiqué où les baies de genièvre et le romarin sont relevés par une pointe d'épices fines et de lavande aromatique. En séchant, Maahir Legacy s'installe sur une base boisée moderne et saline portée par l'ambroxan, le vétiver boisé et la mousse de chêne, laissant un sillage net, aquatique-aromatique et impeccablement soigné qui tient toute la journée.",Lattafa,Aromatique Boisé,,,FALSE,Title,Default Title,REF-LAT-385,shopify,10,continue,manual,500,,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1787674733403-452000927-maahir_legacy.jpg,draft
Night-Club,Night Club,"Inspiré des plus grands classiques modernes de la parfumerie de caractère (dans l'esprit emblématique de la signature Club de Nuit Intense Man et Aventus), Night Club de Fragrance World est conçu pour l'homme affirmé qui souhaite imposer son charisme dès son entrée. Son flacon laqué d'un noir opaque et orné d'une médaille suspendue reflète le mystère, le luxe brut et l'intensité du monde de la nuit.

La fragrance s'ouvre sur une détonation hespéridée et fruitée énergisante où le citron vif et la bergamote rencontrent la fraîcheur acidulée de la pomme, du cassis et de l'ananas. Très vite, le cœur dévoile la véritable identité du parfum : un accord racé de bois de bouleau aux nuances fumées et de patchouli, équilibré par la subtilité florale du jasmin et de la rose. Le sillage final s'installe dans une sensualité virile et persistante dominée par l'ambre gris, la mousse de chêne et des touches de musc blanc adoucies par une pointe de vanille, offrant une projection percutante et une tenue irréprochable.",Fragrance World,Boisé Épicé,,,FALSE,Title,Default Title,REF-FRA-386,shopify,10,continue,manual,500,,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1787674860251-583538578-night_club.jpg,draft
Sauvage-Eau-De-Parfum,Sauvage Eau De Parfum,"Créé par François Demachy, alors Parfumeur-Créateur exclusif de Dior, et lancé en 2018, Sauvage Eau de Parfum s'inspire du désert à l'heure crépusculaire magique — ce court instant où la fraîcheur du soir rencontre la chaleur encore brûlante de la terre.

Cette version enrichit la signature fraîche et incisive de l'iconique Eau de Toilette originelle d'une nouvelle sensualité mystérieuse. L'envolée reste vive et éclatante grâce à la bergamote de Calabre gorgée de soleil, mais elle se pare rapidement d'épices chaudes comme la badiane et la noix de muscade. Le fond boisé et minéral dominé par l'ambroxan s'enveloppe d'un absolu de vanille noble de Papouasie-Nouvelle-Guinée, récoltée verte puis échaudée selon une méthode artisanale pour déployer des facettes fumées, gourmandes et viriles.

Présenté dans son flacon aux dégradés de bleu crépusculaire et aux reflets ambrés à la base, Sauvage Eau de Parfum incarne un magnétisme brut, raffiné et indomptable.",Dior,Oriental,,,TRUE,Title,Default Title,REF-DIO-398,shopify,10,continue,manual,299,400,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1788175957144-833571978-sauvage_EDP.jpg,active
givenchy-l-interdit-rouge-eau-de-parfum-tester,GIVENCHY L'INTERDIT ROUGE ULTIME Eau de Parfum,Un cœur floral blanc incandescent sublimé par une coque de cacao chaude et la sensualité du patchouli. Une signature voluptueuse et charnelle.,Givenchy,Floral Ambré Boisé,,"tester,nouveau",TRUE,Title,Default Title,REF-GIV-266,shopify,10,continue,manual,299,449,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/raw-1783986833444-Givenchy_L_Interdit_Rouge.jpg,active
YVES SAINT LAURENT - LIBRE L’EAU NUE EAU DE PARFUM,YVES SAINT LAURENT - LIBRE L’EAU NUE EAU DE PARFUM,"Avec Libre L’Eau Nue, Yves Saint Laurent réinvente son iconique signature florale-lavandée dans une interprétation d'une pureté intime, sensuelle et radieuse. Pensée comme une seconde peau infusée de lumière, cette déclinaison explore la tension entre la fraîcheur vive et la sensualité nue d'un corps caressé par le soleil.

Au cœur de la structure, la rencontre signature entre la lavande Diva de France — audacieuse et masculine — et la fleur d'oranger brûlante du Maroc s'adoucit d'une touche florale solaire et crémeuse. L'envolée d'agrumes hespéridés apporte un souffle d'air pur et vibrant, avant de s'alanguir sur un sillage vaporeux de muscs blancs enveloppants et d'infusion de vanille Bourbon ultra-raffinée.

Présenté dans un flacon sculptural au blanc laqué immaculé et minéral, orné du mythique Cassandre doré oversize courbé autour du verre, Libre L’Eau Nue incarne le luxe brut, l'audace assumée et la liberté absolue d'être soi-même, sans artifice.",Yves Saint Laurent,Floral,,,TRUE,Title,Default Title,REF-YVE-399,shopify,10,continue,manual,299,499,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1788176212142-238474767-YVES_SAINT_LAURENT_-_LIBRE_L_EAU_NUE_EAU_DE_PARFUM.jpg,active
Chanel-Blue-De-Chanel-Parfum,Chanel Blue De Chanel Parfum,"Créé par le parfumeur Olivier Polge et lancé en 2018, Bleu de Chanel Parfum représente l'apogée de l'intensité et du raffinement au sein de la célèbre trilogie de Chanel. Là où l'Eau de Toilette incarnait la fraîcheur vive et l'Eau de Parfum la sensualité texturée, la déclinaison Parfum explore une noblesse plus profonde, dense et sophistiquée.

L'essence de cette composition repose sur une dualité magistrale : une ouverture hespéridée éclatante et fusante qui cède la place à un cœur aromatique noble, avant de plonger dans la richesse veloutée du bois de santal précieux cultivé en Nouvelle-Calédonie. Ce bois d'exception, dense et crémeux, confère à la fragrance une présence magnétique sans jamais devenir tapageuse.

Bleu de Chanel Parfum s'adresse à l'homme qui refuse les sentiers battus et dicte son propre destin. Présenté dans son flacon monolithique bleu nuit aux reflets presque noirs, rehaussé de lettrages dorés distinctifs, il incarne l'élégance intemporelle, l'assurance sereine et l'autorité naturelle signées Chanel.",Chanel,Boisé,,,TRUE,Title,Default Title,REF-CHA-396,shopify,10,continue,manual,299,400,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1788174562590-553899103-blue_de_chanel_parfum.jpg,active
CK-IN2U-for-Her-Calvin-Klein-Eau-de-Toilette,CK IN2U for Her – Calvin Klein Eau de Toilette,"CK IN2U for Her de Calvin Klein est une fragrance féminine fraîche, spontanée et contemporaine, lancée en 2007. Imaginée par Bruno Jovanovic, Jean-Marc Chaillan, Loc Dong et Carlos Benaïm, elle associe des agrumes pétillants, des notes florales délicates et un fond chaud légèrement vanillé.

L’ouverture dévoile une explosion lumineuse de pamplemousse rose et de bergamote de Sicile. Leur fraîcheur acidulée est accompagnée par la feuille de groseille rouge, qui apporte une facette verte et fruitée donnant immédiatement à la fragrance son caractère énergique et moderne.

Au cœur, la composition devient plus douce et féminine. Le cactus apporte une sensation fraîche et végétale, tandis que l’orchidée enveloppe l’ensemble d’une touche florale élégante et légèrement crémeuse. Ce contraste conserve toute la légèreté du parfum tout en lui donnant davantage de personnalité.

Lorsque la fragrance évolue sur la peau, elle révèle une base plus chaleureuse. La vanille apporte une douceur sensuelle sans devenir trop lourde, accompagnée par le cèdre rouge, qui structure le parfum avec une facette boisée. L’ambre complète la composition en laissant un sillage doux et enveloppant.",Calvin Klein,Ambré Floral,,,TRUE,Title,Default Title,,shopify,2,continue,manual,599,699,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1788985086559-522327223-Ck_in2u_women.jpg,active
CK-IN2U-for-Him-Calvin-Klein-Eau-de-Toilette,CK IN2U for Him – Calvin Klein Eau de Toilette,"CK IN2U for Him de Calvin Klein est une fragrance masculine lancée en 2007, pensée autour d’un esprit jeune, libre et moderne. Sa composition associe fraîcheur citronnée, accents verts et profondeur boisée, créant un parfum facile à porter au quotidien tout en gardant une signature originale.

Dès l’ouverture, le citron apporte une fraîcheur vive et lumineuse. Il est accompagné par la feuille de tomate, qui ajoute une facette verte, légèrement végétale et très distinctive. Cette combinaison donne au parfum un départ énergique et immédiatement reconnaissable.

Le cœur se construit autour d’une note particulièrement originale : la fève de cacao. Elle apporte une nuance chaude, légèrement gourmande et subtilement amère, créant un contraste intéressant avec la fraîcheur verte des premières minutes.

En fond, le parfum évolue vers une sensation plus propre et masculine. Le cèdre donne une structure sèche et boisée, tandis que le vétiver renforce le côté aromatique et terreux. Le musc blanc adoucit l’ensemble et laisse un sillage propre, doux et facile à porter.",Calvin Klein,Aromatique Fougère,,,TRUE,Title,Default Title,,shopify,2,continue,manual,599,699,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1788984919616-515504593-ck_in2u.jpg,active
Versace-Eros-Eau-De-Parfum,Versace Eros Eau De Parfum,"Inspiré de la mythologie grecque et de l'univers passionné de la maison italienne, Eros Eau de Parfum incarne le dieu de l'amour et du désir dans une version encore plus riche, virile et affirmée que l'iconique Eau de Toilette originale.

La fragrance s'ouvre sur un éclat vif et rafraîchissant de menthe glacée et d'agrumes zestés d'Italie, rapidement adouci par la gourmandise croquante d'un accord pomme confite. En son cœur, l'ambroxan puissant et la sauge aromatique apportent un magnétisme moderne et vibrant. L'évolution révèle toute l'intensité de cette concentration : une overdose de vanille de Madagascar onctueuse mariée à des bois nobles et un accord cuiré sensuel qui confèrent au parfum un sillage chaud, captivant et longue durée.

Le flacon sculpté dans un verre turquoise profond, bordé de la célèbre frise grecque et orné de la tête de Méduse dorée en relief, symbolise toute la force, l'audace et l'opulence baroque emblématiques de Versace.",Versace,Aromatique,,,TRUE,Title,Default Title,REF-VER-402,shopify,10,continue,manual,299,,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1788177165847-191473484-Versace_eros_EDP.jpg,active
Versace-Blue-Jeans-Eau-de-Toilette,Versace Versus Blue Jeans – Eau de Toilette,"Versace Blue Jeans est une fragrance masculine emblématique des années 1990, créée pour exprimer une personnalité jeune, spontanée et décontractée. Lancé en 1994 et signé par le parfumeur Jean-Pierre Béthouart, il associe une fraîcheur aromatique énergique à un fond plus doux, boisé et chaleureux.

L’ouverture est immédiatement vive et rafraîchissante. Les agrumes et la bergamote apportent une sensation pétillante, tandis que le genévrier, le basilic et l’anis donnent à la composition une facette aromatique et légèrement épicée. Le bois de rose vient compléter cette entrée avec une nuance boisée subtile.

Au cœur, Blue Jeans devient plus complexe et floral. La lavande, signature classique de la parfumerie masculine, rencontre la rose, le jasmin, le géranium et l’héliotrope. La sauge et le sapin renforcent son caractère vert et aromatique, créant un équilibre entre fraîcheur, fleurs et épices.

La fragrance s’installe ensuite sur un fond plus chaud et enveloppant. La vanille et la fève tonka apportent une douceur légèrement sucrée, soutenue par le bois de santal, le cèdre et le vétiver. Le musc, l’ambre, l’iris et le patchouli ajoutent profondeur et caractère au sillage.

Blue Jeans est ainsi un parfum frais, aromatique et chaleureux à la fois, reconnaissable par son caractère rétro et décontracté. Une fragrance facile à porter au quotidien, idéale pour l’homme qui recherche un parfum expressif sans être excessivement formel.",Versace,Aromatique Fougère,,,TRUE,Title,Default Title,,shopify,2,continue,manual,399,499,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1788984301972-935409331-Versace_versus.jpg,active
Xerjoff-Accento,Xerjoff Accento,"Créé par les maîtres-parfumeurs Christian Carbonnel (Chris Maurice) et Laura Santander au sein de la prestigieuse maison de haute parfumerie italienne Xerjoff, Accento est le joyau lumineux de la célèbre collection « V » (Velvet Collection).

La composition s'ouvre sur un éclat joyeux et immédiatement captivant, mêlant la fraîcheur végétale de la jacinthe à la douceur acidulée et exotique d'un ananas gorgé de soleil. Ce départ vibrant s'estompe délicatement pour révéler un cœur poudré d'une noblesse absolue, où l'iris d'Italie dialogue avec la pureté du jasmin et le piquant raffiné du poivre rose. Enfin, le fond se déploie comme une étoffe précieuse grâce à une fusion sensuelle de muscs chauds, de vanille discrète, de vétiver terreux et d'ambre enveloppant.

Vêtu de son emblématique flacon habillé de velours pourpre royal au toucher soyeux, surmonté d'un cabochon doré sculptural ciselé du sceau Xerjoff, Accento incarne l'élégance à l'italienne : une symphonie olfactive à la fois opulente, fraîche et irrésistiblement sophistiquée.",Xerjoff,Floral,,,TRUE,Title,Default Title,REF-XER-401,shopify,10,continue,manual,299,499,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1788176891186-345546050-xerjoff_accento.jpg,active
GIVENCHY-L’INTERDIT-Eau-De-Parfum-Rouge,GIVENCHY L’INTERDIT Eau De Parfum Rouge,"Lancé en 2021 et composé par le trio de maîtres-parfumeurs Dominique Ropion, Anne Flipo et Fanny Bal, L'Interdit Eau de Parfum Rouge revisite le mythe originel créé pour Audrey Hepburn dans une interprétation résolument ardente, sulfureuse et addictive.

Cette création transcende la signature florale blanche emblématique de L'Interdit en la plongeant dans une tension incandescente. L'étincelle s'allume dès le départ avec le piquant du gingembre frais et la vivacité acidulée de l'orange sanguine. En son cœur, la tubéreuse opulente et le jasmin se laissent embraser par un accord brûlant de feuille de piment, avant de s'épanouir sur un fond boisé sombre et boisé de patchouli et de santal velouté.

Habillé d'un flacon laqué d'un rouge translucide profond et captivant — couleur iconique de la maison Givenchy —, L'Interdit Rouge est un hommage vibrant à l'audace, invitant à franchir toutes les limites et à embrasser la passion absolue.",Givenchy,Floral,,,TRUE,Title,Default Title,REF-GIV-397,shopify,9,continue,manual,299,449,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1788175597839-254324162-l_interdit_rouge_edp.jpg,active
afnan-9pm-rebel,Afnan 9 PM Rebel,"Afnan 9 PM Rebel est une fragrance qui incarne l’audace, la liberté et le refus de suivre les règles établies. Créé comme une nouvelle interprétation de l’emblématique collection 9, ce parfum s’adresse à celles et ceux qui souhaitent laisser une empreinte distinctive et affirmer leur personnalité avec assurance. Afnan le présente comme un symbole de défi et de confiance en soi.

Dès les premières vaporisations, 9 PM Rebel dévoile une ouverture lumineuse et énergique où la fraîcheur de la mandarine rencontre le caractère exotique et juteux de l’ananas, accompagné par la facette croquante de la pomme Granny Smith. Cette association fruitée apporte immédiatement une sensation moderne, fraîche et dynamique.

Au cœur de la composition, le parfum gagne en profondeur avec le bois de cèdre et la mousse de chêne, tandis que la vanille apporte une douceur subtile et enveloppante. Cette étape crée un équilibre entre fraîcheur fruitée, élégance boisée et sensualité.

Enfin, le fond révèle toute la personnalité de Rebel. Le caramel apporte une touche chaleureuse et gourmande, les bois secs renforcent son caractère, tandis que l’ambre gris et le musc prolongent la fragrance avec une signature plus profonde, chaleureuse et séduisante.

9 PM Rebel est ainsi une fragrance fruitée, boisée et ambrée, à la fois jeune, sophistiquée et audacieuse. Elle convient aussi bien à l’homme qu’à la femme qui souhaite porter un parfum reconnaissable, moderne et plein de caractère. Son équilibre entre fraîcheur fruitée, bois élégants et douceur ambrée en fait un choix particulièrement intéressant pour accompagner les journées actives comme les soirées où l’on souhaite attirer l’attention.",Lattafa,Ambré Boisé,,,FALSE,Title,Default Title,REF-LAT-375,shopify,10,continue,manual,500,,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1787659997620-145962200-9pm_rebel.jpg,draft
Ramz-Lattafa-Silver,Ramz Lattafa (Silver / Pour Homme),"Célèbre pour son profil ultra-séduisant et dynamique (s'inscrivant dans la lignée directe de Ultra Male de Jean Paul Gaultier), Ramz Lattafa (Silver) est une ode à la jeunesse vibrante, au charisme festif et à la séduction moderne. Son flacon noir mat, orné de mots gravés en relief et couronné d'un capuchon chromé étincelant, reflète une allure urbaine, branchée et pleine d'assurance.

Dès l'ouverture, la fragrance surprend par une fraîcheur gourmande et percutante où la pomme fruitée et la bergamote pétillante rencontrent les accents aromatiques de la lavande et de la menthe. Le cœur s'enrichit d'une douceur florale et poudrée grâce à l'héliotrope et au jasmin, rehaussés par une touche épicée et sensuelle de cardamome. En fond, Ramz Lattafa déploie toute sa puissance avec un mélange chaud et liquoreux de vanille généreuse, de fève tonka et d'ambre boisé, assurant un sillage doux, magnétique et une longévité remarquable qui ne passe jamais inaperçue.",Lattafa,Ambré Vanillé,,,FALSE,Title,Default Title,REF-LAT-392,shopify,10,continue,manual,500,,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1787675865907-102344205-ramz_lattafa.jpg,draft
The-Kingdom-for-Women,The Kingdom for Women,"Véritable joyau de la maison Lattafa, The Kingdom (Al Mamlaka / المملكة) célèbre la grâce, la majesté et le raffinement des reines d'Orient. Présenté dans un flacon somptueux taillé comme un lingot d'or texturé et bordé de cristaux scintillants, il incarne le luxe absolu, l'assurance et la préciosité d'un royaume d'élégance.

Dès l'envolée, la fragrance séduit par une harmonie fruitée lumineuse où la poire sucrée et le cassis s'illuminent sous les rayons pétillants de la mandarine. Le cœur plonge rapidement dans une texture gourmande et florale sophistiquée : la gourmandise veloutée du praliné et de la fève tonka s'entrelace délicatement à l'éclat solaire de la fleur d'oranger et du jasmin blanc. Enfin, l'évolution se déploie sur une base noble et enveloppante de vanille riche, de santal onctueux et d'ambre chaud, offrant une tenue magistrale et un sillage irrésistiblement captivant qui magnifie la présence de celle qui le porte.",Lattafa,Floral Fruité,,,FALSE,Title,Default Title,REF-LAT-393,shopify,10,continue,manual,500,,TRUE,TRUE,https://l3qgcdajft9wdkxz.public.blob.vercel-storage.com/1787675996432-632216054-the_kingdom_lattaffa.jpg,draft
